row_id,pseudo_query
515,Sonoma Coast Pinot Noir with cranberry and cardamom notes
516,"Russian River Pinot Noir with raspberry and clove, needs aging"
517,"smooth Pinot Noir with cherry, rhubarb, and clove flavors"
518,Burgundy Premier Cru Pinot Noir with red cherry fruit
519,fruity Grenache wine with blueberry and black cherry flavors
520,unusual dessert wine with Asian pear and cotton candy flavors
521,light Grenache wine for spicy food
522,Pinot Noir that tastes like mocha and black tea; good with ribs
523,"Oregon Pinot Noir with orange and cherry flavors, needs aging"
524,Washington State Syrah with cherry flavors
525,Chardonnay with lemon and almond flavors under $50
526,Dundee Hills Pinot Noir with cranberry and sour cherry flavors
527,German white wine Scheurebe with peach and grapefruit flavors
528,dry champagne france aged oak bright fruit under $50
529,Russian River Pinot Noir cherry plum spice elegant
530,Chilean Syrah Colchagua Valley berry coffee spice under $30
531,Oregon sparkling wine green apple toasty notes good concentration
532,Willamette Valley Pinot Noir good with grilled seafood
533,full-bodied Pinot Noir black cherry coffee licorice Willamette Valley
534,Paso Robles Cabernet Sauvignon black plum coffee pepper
535,Mosel Riesling dry creamy green apple grapefruit under $25
536,Walla Walla red blend smooth balanced Merlot Cabernet
537,Napa Cabernet Sauvignon robust tannins black raspberry coffee
538,Oregon Pinot Noir Umpqua Valley strawberry chocolate sassafras
539,Edna Valley Pinot Noir pomegranate dried strawberry herbal
540,Santa Maria Pinot Noir cranberry sagebrush earthy
541,Santa Maria Pinot Noir plum cherry mint herbs savory
542,Italian dessert wine jasmine honey apricot ginger
543,Napa Cabernet Sauvignon steak wine black cherry chocolate peppery
544,"Paso Robles red blend with syrah, cabernet, and peppery notes"
545,Napa Cabernet Sauvignon new French oak dark chocolate cassis
546,Sonoma Coast Chardonnay crisp green apple anise elegant balanced
547,Ballard Canyon Sangiovese dried strawberry truffle chocolate
548,Green Valley Pinot Noir strawberry green tea white pepper
549,Barolo Nebbiolo red cherry mint mocha white pepper Italy
550,Carneros Chardonnay high elevation salted caramel peach acidity
551,Sonoma Zinfandel fig blackberry cinnamon licorice leather
552,Provence Rose wine rich red fruit Cabernet Sauvignon Syrah
553,Mendoza Malbec blackberry cassis chocolate full-bodied Argentina
554,Provence Rosé caramel spice buttery toast for food
555,Horse Heaven Hills Cabernet red black fruit spice balanced
556,Ribera del Duero Tempranillo blackberry tobacco vanilla Spain
557,Santa Maria Pinot Noir strawberry raspberry savory wood smoke
558,Sierra Foothills white blend tangerine pastry cream almonds
559,Russian River Syrah Grenache black licorice grilled mushroom
560,Russian River Valley Syrah with plum and black cherry notes under $50
561,Sonoma Coast Pinot Noir with black cherry flavors for a rich dinner
562,"Napa Petite Sirah with blackberry and coconut flavors, elegant finish"
563,"Sta. Rita Hills Pinot Noir with plum and earthy flavors, grippy texture"
564,"Paso Robles Syrah with pepper and smoked meat notes, complex flavor"
565,"Central Coast red blend with cherry and mushroom notes, unique flavor"
566,"Napa Cabernet Sauvignon with cassis and cedar, velvety texture"
567,"Argentinian Malbec with blackberry and chocolate, intense and smoky"
568,Howell Mountain Cabernet Sauvignon with cedar and red cherry notes
569,"Columbia Valley Chardonnay with vanilla and tropical fruit, oaky finish"
570,"Yakima Valley Syrah with salty and smoky aromas, complex but disjointed"
571,"California Albariño with apricot and lemon flavors, smooth texture, under $30"
572,"Italian Dolcetto with black cherry and licorice, light and savory, under $20"
573,Bordeaux red blend under $15 with black currant and dark tannins
574,"Rhone Valley rosé with red berries and citrus, long finish, under $15"
575,"Bordeaux red blend with red fruits and oaky notes, good acidity, cheap wine"
576,Saint-Émilion Bordeaux red blend under $40 ready to drink soon
577,Finger Lakes rosé with black cherry notes under $20
578,Bordeaux red blend under $20 with blackberry flavor
579,Crisp and refreshing California rosé for seafood pairing
580,Washington white blend with apple and spice notes
581,"Unique orange wine from Washington, good for dinner"
582,Washington Merlot with coffee and cherry flavors under $20
583,Santa Cruz Pinot Noir with raspberry and floral notes
584,Austrian Grüner Veltliner with earthy and lemon notes
585,Yakima Valley Chardonnay with apple and melon flavors
586,"Austrian Pinot Blanc, dry and refreshing, lemony"
587,Austrian Sauvignon Blanc with lemon peel notes under $20
588,"Good, well-made Chardonnay from Northern California under $20"
589,"Light and fruity summer red wine, Zweigelt from Austria"
590,Paso Robles Chardonnay with honeysuckle and pear notes under $20
591,Fruity and lemony Grüner Veltliner from Austria under $15
592,Walla Walla Malbec with spice and bold fruit flavors around $40
593,light and refreshing Riesling for a sunny day under $20
594,Rhone blend with cherry and raspberry notes under $25
595,Columbia Valley Cabernet with dark fruit and tannins around $30
596,Greek white wine from Crete with pineapple and citrus notes
597,refreshing and juicy Riesling with lemon zest notes
598,easy drinking Sangiovese for barbecue or Italian food Paso Robles
599,"Alexander Valley Cabernet under $25 with cherry, cocoa, and herbs"
600,Italian Gavi wine with peach and melon flavors under $20
601,Sauvignon Blanc from Mexico with grapefruit and passion fruit notes
602,"Oak Knoll Cabernet Sauvignon for current drinking, around $70"
603,Cabernet Franc from Long Island with cherry and violet notes around $35
604,Spanish red blend with red fruit and spice flavors around $35
605,Mendoza red blend with cherry and plum notes around $30
606,Oregon Grenache with red fruit and spice notes under 13% alcohol
607,"Oregon Viognier with peach and herb notes, low alcohol"
608,crisp Portuguese white wine with citrus and herbal notes under $20
609,"Oregon Gruner Veltliner with peach and apricot flavors, around $20"
610,Sauvignon Blanc Sonoma with tropical fruit and spearmint notes
611,"California Pinot Noir with raspberry and cola flavors, around $50"
612,"California GSM blend with cherry and licorice flavors, Paso Robles"
613,refreshing Vinho Verde white wine with citrus notes under $15
614,Italian Soave Classico white wine with peach and honeysuckle notes
615,"Argentinian Malbec best buy, spicy and fruity, under $15"
616,"Russian River Chardonnay with tropical fruit, needs to breathe"
617,Italian Prosecco Superiore with white flower and peach flavors
618,"Calistoga Merlot with cherry and mocha flavors, easy drinking"
619,Piedmont sparkling Chardonnay with lemon and almond notes
620,"Dry Prosecco with peach and nectarine flavors, not too sweet"
621,Edna Valley Pinot Noir with cherry and cinnamon flavors
622,Idaho red blend with smoked meat and chocolate notes
623,Idaho Syrah blend with cranberry and smoked meat flavors
624,"Idaho red blend wine under $25, soft cherry flavor"
625,"Italian white wine Garganega grape, spicy and fruity under $20"
626,Italian white wine apricot and peach notes under $25
627,"Light Italian white wine, peach and citrus notes, ready to drink"
628,"Australian Shiraz, full-bodied, savory fruit, good for aging"
629,"California Pinot Noir, Russian River Valley, rich and velvety"
630,Oregon Pinot Noir Willamette Valley raspberry and orange peel
631,Alsace Gewurztraminer honey and rose petal notes
632,"Dry Riesling from Alsace France, zesty and lemony"
633,Australian Viognier rich tangerine pineapple apricot flavor
634,California Zinfandel Dry Creek Valley baked berry pie flavor
635,Rioja white wine oak aged vanilla apricot peach flavor
636,Torbreck Shiraz Barossa Valley plum and chocolate notes
637,Alsace white blend Riesling Gewurztraminer floral notes
638,"Dry Riesling from Alsace, bright lemon flavor, mature"
639,Pinot Gris Alsace France pear and citrus notes
640,"California Chardonnay with notes of lemon and honey, around $40"
641,"crisp, refreshing, light-bodied Pinot Gris with apricot and peach flavors"
642,"Alentejano red wine with black fruit and tannins, ready to drink in 2017"
643,"creamy white wine with pear and honey flavors, good for pairing"
644,"Paso Robles Cabernet Sauvignon with black fruit, chocolate, and mint"
645,Oregon Pinot Noir with spicy berry flavors and a cola finish
646,smooth Portuguese red wine with plum and blueberry flavors for aging
647,"powerful Douro red wine with dark fruit and tannins, age worthy"
648,"German Riesling Spätlese with honey, citrus, and floral notes"
649,"Napa Cabernet Sauvignon with tobacco and dark fruit, needs decanting"
650,"Italian Sauvignon with tropical fruit and savory notes, under $30"
651,"Alsace Riesling with lemon and apple flavors, dry and fresh"
652,"Australian Riesling with lime and citrus flavors, good for shellfish"
653,"California Grenache with red fruit, earthy and spicy flavors"
654,Fruity and pure Alsace Riesling with apple flavors
655,Elegant Zinfandel from Lodi with cherry and blackberry flavors
656,"Oregon Pinot Noir with peppery and chocolate notes, good for aging"
657,"South African red blend, earthy and spicy, will age well"
658,"California Chardonnay, tropical fruit and mineral taste under $50"
659,"Walla Walla Cabernet Sauvignon with cherry flavor, not too expensive"
660,"Mount Veeder Cabernet, rich and decadent, vanilla and blackberry"
661,"Light and citrusy Pinot Grigio, good with seafood, under $20"
662,"Barolo wine, ready to drink, cherry and licorice flavors"
663,"Rockpile Cabernet Sauvignon, black cherry and vanilla, good value"
664,"Italian Dolcetto wine, dark fruit and spice, good with cheese"
665,"Barbera d'Alba wine, cherry and spice flavors, around $25"
666,"Columbia Valley Riesling, stone fruit and mineral taste, dry"
667,"Spanish red wine, fruity and earthy, good price, under $20"
668,"Long Island Riesling, tropical fruit flavor, unique grapes"
669,"Walla Walla Malbec, unique spice aromas, balanced taste"
670,"Columbia Valley Cabernet Sauvignon under $15, organic grapes"
671,"Napa Petite Sirah, plum and leather, tobacco notes, good value"
672,dry Riesling Long Island NY with peach and apricot flavors
673,Anderson Valley Pinot Noir with cherry and plum notes under $50
674,"Carneros Cabernet Sauvignon with cedar and plum notes, around $40"
675,"Carneros Pinot Noir with cherry and strawberry flavors, around $30"
676,Yakima Valley Chardonnay with almond and stone-fruit flavors
677,"Tuscan Syrah with plum and blueberry flavors, around $50"
678,"Italian Syrah with dark fruit and spice notes, good value under $40"
679,Columbia Valley Cabernet Sauvignon with black cherry and coffee notes
680,"Rioja Crianza with vanilla and red berry flavors, good value under $30"
681,"Columbia Valley Syrah with cocoa and dark cherry, soft texture"
682,Italian Pinot Nero sparkling wine with cherry and strawberry notes
683,"Tuscan red blend with black currant and espresso, splurge wine"
684,"Horse Heaven Hills Cabernet with chocolate and berry, around $30"
685,"Sonoma Coast Pinot Noir low alcohol, earthy and unique"
686,"Barolo Nebbiolo with cherry and tobacco notes, good value under $60"
687,Santa Cruz Mountains Chardonnay with citrus and mineral notes
688,Red Mountain Cabernet Sauvignon with cherry and chocolate notes under $100
689,"Santa Barbara red blend with mint and cherry flavors, affordable price"
690,"Austrian red blend with cherry and spice, good for aging"
691,"California Malbec with smoky oak and black fruit flavors, BBQ pairing"
692,"Tuscan red blend with cherry and spice, good acidity, Italy under $40"
693,"Sonoma Cabernet Franc with cranberry and cherry, refined oak"
694,"South African Sauvignon Blanc, toasty notes, good acidity, will age well"
695,"Chianti Classico Riserva with dark fruit and spice, well balanced"
696,"Marlborough Sauvignon Blanc, herbal and citrus, good weight"
697,"Austrian white wine, fresh and fruity, yellow plum and mandarin"
698,"Columbia Valley red blend under $25, chocolate and vanilla notes"
699,"South African Pinotage, dark fruit and chocolate, age worthy"
700,"Argentinian Bonarda with blackberry and herbal notes, easy drinking"
701,"Expensive Provence rosé, rich and full-bodied, complex flavors"
702,"Affordable Côtes de Provence rosé, fruity and refreshing, ready to drink"
703,Pale rosé from Provence with red fruit and citrus flavors
704,"Côtes de Provence rosé wine blend with cabernet sauvignon, grenache and syrah"
705,New Zealand Sauvignon Blanc with grapefruit and herbal notes under $30
706,Provence rosé with crisp apple and raspberry notes
707,rich fruity rosé from Côtes de Provence good for dinner
708,French rosé wine tangy with clementine and red currant flavors
709,California Zinfandel with cherry and dark chocolate flavors
710,"Intense Pinot Noir from Martinborough, New Zealand over $100"
711,Russian River Valley Sauvignon Blanc with lemon and green apple notes
712,ethereal Pinot Noir from Russian River Valley with rose petal notes
